Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YBR222C,263.704,-0.874,0.264,-3.310,0.00093412,0.003724153
YGL025C,188.626,-0.872,0.287,-3.043,0.002344558,0.008225615
YDR004W,242.602,-0.872,0.248,-3.516,0.000437584,0.001955287
YKL002W,139.077,-0.871,0.296,-2.940,0.00328412,0.010996256
YJR100C,181.593,-0.869,0.271,-3.210,0.001327421,0.005016343
YOL147C,100.213,-0.867,0.348,-2.492,0.012701066,0.034620752
YGL189C,4831.928,-0.866,0.217,-3.984,6.77E-05,0.000379786
YPR198W,305.832,-0.865,0.244,-3.539,0.000401049,0.001815331
YDR126W,87.321,-0.865,0.349,-2.475,0.013312584,0.036016832
YLR077W,258.693,-0.864,0.263,-3.287,0.001011543,0.003960239
YDL076C,286.516,-0.864,0.244,-3.539,0.000401256,0.001815331
YMR038C,572.761,-0.864,0.217,-3.973,7.10E-05,0.000396361
YGL091C,209.497,-0.863,0.261,-3.304,0.00095399,0.003783952
YGL085W,102.967,-0.862,0.341,-2.527,0.011492723,0.031870183
YOR087W,294.561,-0.862,0.243,-3.546,0.000391415,0.001779697
YHR028C,585.462,-0.862,0.211,-4.077,4.56E-05,0.000269759
YOR162C,283.317,-0.860,0.247,-3.490,0.00048351,0.002117011
YPL060W,67.087,-0.858,0.413,-2.078,0.037752132,0.085969887
YNR045W,110.565,-0.858,0.339,-2.534,0.01127385,0.031471868
YOR081C,213.426,-0.857,0.258,-3.324,0.000885912,0.003571354
YJL049W,124.364,-0.857,0.308,-2.783,0.00538584,0.016717008
YKR050W,114.696,-0.856,0.319,-2.682,0.007324812,0.021849877
YKR066C,443.198,-0.854,0.225,-3.794,0.000148388,0.000754849
YNL078W,283.705,-0.852,0.256,-3.322,0.000893584,0.003588853
YBR288C,358.114,-0.852,0.225,-3.778,0.000158341,0.000798014
YBR169C,162.293,-0.852,0.291,-2.930,0.003389327,0.011293604
YDR423C,215.378,-0.851,0.258,-3.299,0.000969274,0.003830603
YDL176W,262.274,-0.851,0.243,-3.506,0.000455398,0.002020924
YLR288C,183.497,-0.850,0.270,-3.151,0.001628343,0.005995213
YDR288W,159.629,-0.849,0.286,-2.966,0.003016965,0.010243524
YOR011W,153.120,-0.849,0.289,-2.939,0.003296605,0.011025176
YBL050W,280.055,-0.848,0.254,-3.346,0.000819647,0.003346277
YLR116W,256.218,-0.847,0.275,-3.076,0.002097597,0.007497201
YBR287W,728.050,-0.847,0.203,-4.173,3.01E-05,0.000185972
YGR062C,146.716,-0.846,0.300,-2.822,0.004771607,0.015077281
YML110C,509.246,-0.845,0.210,-4.029,5.60E-05,0.00032394
YBR256C,204.395,-0.844,0.284,-2.969,0.002986843,0.010170603
YIL056W,401.399,-0.843,0.230,-3.662,0.000250698,0.00120539
YOL055C,158.486,-0.841,0.285,-2.954,0.00313253,0.010587135
YKL124W,117.903,-0.841,0.313,-2.685,0.007252979,0.021659361
YPL269W,196.224,-0.841,0.295,-2.849,0.004383215,0.014050235
YOL116W,150.208,-0.838,0.305,-2.743,0.006093962,0.018554852
YGL059W,179.485,-0.834,0.270,-3.087,0.00201949,0.007253625
YJL048C,201.731,-0.834,0.261,-3.199,0.001377143,0.005179047
YDL010W,111.233,-0.833,0.323,-2.581,0.009841139,0.02809245
YER157W,354.376,-0.832,0.226,-3.689,0.000225229,0.001096503
YKR067W,166.466,-0.831,0.284,-2.921,0.003491312,0.011562577
YLL039C,917.805,-0.830,0.195,-4.261,2.04E-05,0.000129921
YER170W,85.243,-0.829,0.352,-2.355,0.018528341,0.047571821
YHR156C,92.872,-0.829,0.350,-2.371,0.017762927,0.045888264
YDR329C,227.740,-0.828,0.257,-3.219,0.001287114,0.004891212
YNL042W,146.257,-0.828,0.293,-2.826,0.004706336,0.014888341
YDR436W,190.791,-0.828,0.269,-3.076,0.002101127,0.007502252
YCR019W,124.716,-0.828,0.311,-2.659,0.007839969,0.023183116
YOR367W,147.015,-0.827,0.288,-2.867,0.004139936,0.013400578
YCR088W,809.469,-0.826,0.195,-4.235,2.28E-05,0.000144743
YMR156C,63.716,-0.826,0.395,-2.091,0.036564623,0.083862682
YOR179C,67.475,-0.825,0.397,-2.077,0.037841079,0.08606432
YDR204W,236.914,-0.824,0.255,-3.232,0.001231019,0.004714282
YIL084C,102.630,-0.824,0.341,-2.415,0.015732609,0.041430474
YOR275C,323.240,-0.823,0.232,-3.554,0.000378954,0.00173027
YFR041C,167.320,-0.816,0.320,-2.552,0.010702452,0.030155405
YER180C,231.289,-0.815,0.259,-3.144,0.001665651,0.006115305
YDR338C,237.229,-0.814,0.249,-3.271,0.001071236,0.004166938
YLR043C,507.950,-0.813,0.234,-3.473,0.000513953,0.002239485
YBR212W,271.126,-0.812,0.247,-3.289,0.001004328,0.003937661
YER080W,411.241,-0.811,0.246,-3.292,0.000995833,0.003909992
YOR176W,474.605,-0.808,0.212,-3.811,0.000138171,0.00070751
YDR032C,514.568,-0.808,0.210,-3.843,0.000121401,0.00063267
YBR220C,316.627,-0.807,0.236,-3.421,0.00062465,0.002660022
YMR041C,117.168,-0.806,0.318,-2.532,0.011327072,0.031571818
YKL011C,154.153,-0.805,0.284,-2.830,0.004657802,0.014751968
YOR298W,83.952,-0.804,0.373,-2.156,0.031061586,0.07309083
YLL040C,300.747,-0.804,0.239,-3.360,0.000778135,0.003200832
YAL031C,225.351,-0.801,0.267,-3.002,0.002686288,0.009274943
YIL071C,156.920,-0.795,0.282,-2.818,0.004838698,0.015259941
YIR001C,123.706,-0.795,0.308,-2.578,0.009938336,0.028325298
YHR063C,404.246,-0.793,0.224,-3.542,0.000397349,0.001802156
YKR044W,268.181,-0.793,0.247,-3.214,0.001309676,0.004959639
YLR412W,242.065,-0.793,0.261,-3.038,0.002382419,0.008342701
YER047C,148.528,-0.793,0.290,-2.731,0.006309958,0.01915888
YPL061W,4898.314,-0.793,0.229,-3.456,0.000549013,0.002373237
YIL135C,301.885,-0.793,0.284,-2.787,0.005319267,0.016538694
YDL219W,109.803,-0.792,0.380,-2.086,0.037011435,0.084673195
YHR182W,202.700,-0.791,0.308,-2.573,0.010093443,0.028677191
YJL163C,151.725,-0.790,0.292,-2.708,0.006764545,0.020357274
YMR160W,169.344,-0.788,0.276,-2.857,0.00427765,0.013797072
YHL035C,281.164,-0.787,0.241,-3.264,0.001098908,0.004265424
YER074W-A,110.252,-0.787,0.342,-2.298,0.021580687,0.054155872
YPL196W,183.962,-0.787,0.277,-2.842,0.004480853,0.014266321
YDR253C,78.727,-0.787,0.371,-2.121,0.033894247,0.078801587
YLR004C,83.721,-0.785,0.358,-2.192,0.028373595,0.067971634
YOR228C,97.054,-0.785,0.340,-2.309,0.020962462,0.052921944
YDR287W,122.396,-0.784,0.316,-2.481,0.013114164,0.035586241
YHR181W,320.742,-0.784,0.238,-3.292,0.00099312,0.003902157
YLR135W,122.739,-0.783,0.314,-2.493,0.012672363,0.034577175
YNL116W,262.910,-0.782,0.250,-3.121,0.001803485,0.006577699
YPL064C,137.882,-0.781,0.319,-2.446,0.014428201,0.03866957
YLR341W,92.076,-0.779,0.349,-2.232,0.025607473,0.062389534
YKL209C,133.899,-0.779,0.305,-2.556,0.010593342,0.029909966
YGR031W,194.858,-0.777,0.274,-2.841,0.004504115,0.014331995
YDR181C,177.057,-0.775,0.275,-2.817,0.00484064,0.015259941
YIL036W,330.064,-0.773,0.235,-3.293,0.000992458,0.003902157
YCL008C,216.451,-0.772,0.271,-2.846,0.004421245,0.01411787
YDR069C,179.353,-0.768,0.317,-2.420,0.015502665,0.040924026
YOR069W,325.201,-0.767,0.234,-3.276,0.001051972,0.004100807
YGR169C,85.026,-0.767,0.368,-2.083,0.037269694,0.085192349
YDR354W,359.832,-0.767,0.224,-3.423,0.000619255,0.002639113
YPL268W,251.413,-0.767,0.265,-2.888,0.003879377,0.012662697
YOR070C,337.832,-0.766,0.230,-3.324,0.000887116,0.003573437
YER063W,307.396,-0.765,0.234,-3.266,0.001092219,0.004242492
YPL092W,391.113,-0.763,0.220,-3.467,0.000526856,0.00228531
YDR495C,148.152,-0.762,0.298,-2.555,0.010603629,0.029923474
YDR063W,204.873,-0.762,0.259,-2.944,0.003238146,0.010867509
YFL026W,117.789,-0.760,0.318,-2.389,0.016889518,0.04394507
YLL005C,155.241,-0.758,0.295,-2.572,0.01012475,0.028751117
YPR057W,194.406,-0.756,0.269,-2.815,0.004880978,0.015369286
YCR009C,428.689,-0.755,0.224,-3.369,0.000753255,0.003107892
YHR037W,422.294,-0.754,0.247,-3.051,0.002278155,0.008023708
YKL093W,90.471,-0.754,0.356,-2.116,0.034334403,0.079586736
YLR035C,135.854,-0.754,0.300,-2.510,0.012090003,0.033188003
YEL025C,342.571,-0.754,0.231,-3.257,0.001124511,0.004355476
YMR072W,398.435,-0.753,0.234,-3.216,0.001300632,0.004935684
YLR324W,233.489,-0.753,0.256,-2.941,0.003266704,0.010945371
YBR197C,90.474,-0.753,0.347,-2.167,0.030239016,0.071526651
YIL134W,119.528,-0.752,0.314,-2.395,0.016617399,0.043361523
YLR263W,129.107,-0.752,0.321,-2.342,0.019162943,0.048901024
YDR123C,96.321,-0.751,0.375,-2.002,0.045300168,0.099693369
YOL012C,115.267,-0.751,0.329,-2.280,0.022620553,0.056220552
YNL169C,415.651,-0.750,0.228,-3.296,0.000981223,0.003872199
YIR037W,366.046,-0.750,0.230,-3.260,0.001114649,0.004320357
YOR018W,253.914,-0.747,0.251,-2.981,0.00287505,0.009833033
YOL070C,258.435,-0.746,0.243,-3.070,0.002143963,0.007625161
YBL052C,180.587,-0.745,0.274,-2.715,0.006623143,0.020031507
YDR061W,356.020,-0.745,0.235,-3.175,0.001498366,0.005603931
YNL242W,104.851,-0.744,0.328,-2.271,0.023166618,0.057341862
YIL016W,131.029,-0.744,0.310,-2.401,0.01634167,0.04272404
YAL005C,1934.559,-0.743,0.189,-3.939,8.19E-05,0.000447616
YHR106W,139.634,-0.743,0.333,-2.234,0.025467896,0.062077283
YBR208C,165.188,-0.742,0.280,-2.647,0.008118766,0.023851892
YFL046W,86.879,-0.741,0.353,-2.102,0.035585037,0.082135583
YBR044C,184.099,-0.741,0.283,-2.620,0.008799794,0.025535369
YDR051C,182.327,-0.739,0.273,-2.710,0.00673487,0.020290428
YPL134C,92.357,-0.736,0.368,-2.003,0.045180897,0.099507297
YMR032W,217.703,-0.735,0.260,-2.833,0.004613974,0.014638733
YLR362W,182.940,-0.734,0.276,-2.664,0.00772788,0.022926464
YDR348C,395.866,-0.734,0.219,-3.351,0.000803827,0.003289098
YHR122W,169.498,-0.734,0.307,-2.391,0.016782843,0.043709338
YIL139C,94.470,-0.733,0.350,-2.097,0.036019868,0.08289295
YKL133C,125.292,-0.730,0.307,-2.380,0.017302207,0.044825824
YPL224C,215.778,-0.729,0.269,-2.709,0.006739115,0.020291977
YPL202C,321.064,-0.729,0.246,-2.962,0.003054295,0.010348445
YNL071W,1805.034,-0.728,0.185,-3.943,8.06E-05,0.000442005
YJL200C,491.381,-0.728,0.221,-3.303,0.000956709,0.00378921
YGR260W,872.803,-0.725,0.192,-3.781,0.000156039,0.000787143
YKR055W,92.945,-0.725,0.346,-2.095,0.03614777,0.083116945
YNL131W,310.707,-0.724,0.268,-2.702,0.006887412,0.020669838
YNL003C,211.495,-0.724,0.259,-2.794,0.005208364,0.016249618
YER019W,346.028,-0.724,0.229,-3.161,0.001570755,0.005826581
YLR113W,741.595,-0.722,0.199,-3.631,0.000282177,0.001340158
YPL003W,260.110,-0.722,0.244,-2.955,0.003124345,0.010566036
YIL112W,311.482,-0.721,0.321,-2.247,0.024658466,0.060429356
YJL181W,169.882,-0.718,0.283,-2.535,0.011245297,0.031424422
YDR135C,787.702,-0.717,0.233,-3.074,0.002111524,0.007524554
YNL073W,163.445,-0.717,0.284,-2.522,0.011655296,0.032183193
YHR209W,165.506,-0.716,0.289,-2.478,0.013204814,0.035796499
YGR127W,178.892,-0.716,0.301,-2.381,0.017261922,0.044742771
YKR017C,145.830,-0.715,0.295,-2.425,0.015306484,0.040504457
YDR219C,200.363,-0.714,0.294,-2.425,0.015316141,0.040510298
YGR110W,127.882,-0.713,0.302,-2.360,0.018251566,0.046949865
YHL027W,540.251,-0.711,0.221,-3.216,0.001300452,0.004935684
YER098W,98.355,-0.710,0.334,-2.127,0.033454807,0.078013397
YDR323C,146.472,-0.709,0.298,-2.378,0.017427675,0.045086439
YGR232W,193.105,-0.709,0.265,-2.673,0.007527907,0.022418816
YMR261C,487.380,-0.708,0.216,-3.271,0.001069992,0.00416508
YPR023C,387.770,-0.708,0.228,-3.110,0.001873925,0.006793603
YDR456W,439.457,-0.708,0.219,-3.238,0.001202164,0.004616784
YPL236C,186.927,-0.708,0.286,-2.476,0.013282978,0.035972527
YDL028C,232.129,-0.706,0.275,-2.573,0.010075958,0.028657457
YFL042C,144.835,-0.704,0.301,-2.336,0.019472113,0.049596885
YJL172W,403.392,-0.704,0.220,-3.205,0.001351031,0.00509494
YDR451C,323.040,-0.704,0.241,-2.920,0.003499676,0.011576178
YHR076W,268.801,-0.704,0.241,-2.922,0.003479137,0.01152928
YCL004W,162.228,-0.704,0.278,-2.531,0.011377878,0.03166474
YBR111C,330.005,-0.704,0.228,-3.082,0.002053096,0.007369464
YGL114W,427.031,-0.703,0.230,-3.062,0.002195727,0.007783811
YBR286W,3857.406,-0.700,0.171,-4.098,4.16E-05,0.00024854
YPL168W,114.172,-0.700,0.325,-2.151,0.031481497,0.073982879
YKL215C,173.830,-0.698,0.273,-2.561,0.010444344,0.029550647
YOR171C,375.803,-0.697,0.229,-3.050,0.002289816,0.008054346
YKR087C,241.766,-0.696,0.264,-2.635,0.008421048,0.024620247
YMR004W,283.057,-0.695,0.252,-2.755,0.005875993,0.017981795
YDL025C,176.810,-0.695,0.273,-2.546,0.010910215,0.030582344
YIR007W,214.120,-0.691,0.277,-2.492,0.012698327,0.034620752
YIL017C,230.055,-0.691,0.281,-2.458,0.013962669,0.037570012
YCL025C,261.071,-0.690,0.246,-2.799,0.005118998,0.016016749
YHL002W,296.186,-0.690,0.236,-2.923,0.003468077,0.011499635
YDR498C,232.399,-0.690,0.249,-2.764,0.005704783,0.017536805
YDL044C,179.570,-0.688,0.270,-2.548,0.010821019,0.030379297
YDR530C,208.743,-0.687,0.263,-2.613,0.008982086,0.02600883
YPR176C,218.662,-0.687,0.254,-2.707,0.006798012,0.020446675
YDR472W,461.943,-0.686,0.224,-3.065,0.002177619,0.007729694
YJR073C,206.058,-0.686,0.294,-2.331,0.019757031,0.05025198
YOR279C,98.491,-0.686,0.333,-2.062,0.039250073,0.088601866
YER062C,324.090,-0.685,0.230,-2.976,0.002923528,0.009986272
YMR097C,180.059,-0.685,0.272,-2.518,0.011812173,0.032523846
YPL147W,129.391,-0.684,0.300,-2.279,0.022647264,0.056261226
YOR138C,272.124,-0.683,0.268,-2.550,0.010778232,0.030290453
YJR152W,119.118,-0.682,0.327,-2.086,0.036963616,0.084599386
YNL097C,172.086,-0.681,0.280,-2.432,0.015032437,0.039895751
YHR009C,668.779,-0.679,0.212,-3.210,0.001326446,0.005016142
YNL261W,451.325,-0.679,0.234,-2.906,0.003663329,0.012036968
YLR193C,108.017,-0.679,0.331,-2.051,0.040243755,0.090394687
YPR107C,141.114,-0.676,0.296,-2.281,0.02257498,0.056143987
YGR244C,443.806,-0.674,0.226,-2.981,0.002872846,0.009831679
YDR319C,152.276,-0.673,0.298,-2.258,0.02396999,0.059034786
YGR113W,200.860,-0.673,0.266,-2.529,0.011440923,0.031775815
YOR274W,136.630,-0.673,0.306,-2.198,0.027915503,0.067051459
YDR169C,167.085,-0.671,0.291,-2.305,0.02114755,0.053276737
YPL247C,275.816,-0.670,0.249,-2.688,0.007192981,0.021503811
YMR313C,321.790,-0.670,0.244,-2.747,0.006022413,0.018378162
YGR101W,244.571,-0.669,0.246,-2.717,0.006582954,0.019932129
YOR129C,190.370,-0.668,0.282,-2.366,0.017979609,0.046381933
YDL119C,116.388,-0.667,0.313,-2.127,0.033419934,0.077965509
YDL115C,135.369,-0.667,0.305,-2.189,0.028579082,0.068381165
YPL095C,291.802,-0.666,0.258,-2.577,0.009960827,0.028374529
YNL006W,236.606,-0.664,0.253,-2.624,0.008688671,0.02530744
YGL143C,160.802,-0.662,0.282,-2.346,0.018971679,0.048503991
YJL101C,674.777,-0.660,0.248,-2.666,0.007677975,0.022807671
YDR179W-A,162.630,-0.660,0.280,-2.358,0.01835186,0.04714096
YER100W,249.542,-0.659,0.245,-2.691,0.007116646,0.021299022
YNR006W,358.372,-0.657,0.239,-2.744,0.006065297,0.01847792
YNR032W,149.470,-0.657,0.286,-2.300,0.021436498,0.053893517
YIL107C,160.690,-0.657,0.279,-2.354,0.018586757,0.047699284
YER065C,226.617,-0.655,0.259,-2.532,0.011355083,0.03163368
YKR074W,180.009,-0.653,0.279,-2.339,0.019318307,0.049274368
YDR371W,215.544,-0.653,0.259,-2.522,0.011658862,0.032183193
YOR023C,256.761,-0.653,0.251,-2.596,0.009424986,0.027046477
YMR241W,602.211,-0.652,0.207,-3.155,0.001607251,0.005937659
YMR139W,277.532,-0.652,0.264,-2.476,0.013298963,0.035997891
YBL046W,129.724,-0.651,0.324,-2.011,0.044324458,0.097902683
YNL099C,187.726,-0.650,0.266,-2.438,0.01475986,0.039366923
YKR100C,240.033,-0.649,0.253,-2.562,0.010398811,0.029437639
YDR388W,935.779,-0.647,0.195,-3.324,0.000885943,0.003571354
YIL140W,138.964,-0.647,0.295,-2.193,0.028336433,0.067912527
YHL020C,269.186,-0.647,0.240,-2.696,0.007015294,0.021030414
YPL100W,303.474,-0.642,0.233,-2.761,0.005759404,0.017693647
YDL170W,189.309,-0.640,0.266,-2.408,0.016051785,0.042148531
YGR267C,359.831,-0.640,0.224,-2.851,0.004355183,0.013980805
YNR035C,703.819,-0.640,0.200,-3.195,0.001398202,0.005250981
YLR367W,726.038,-0.640,0.242,-2.643,0.00821627,0.024060352
YMR318C,1236.318,-0.639,0.198,-3.235,0.001214498,0.004657574
YDL054C,154.436,-0.639,0.282,-2.263,0.023635479,0.058263707
YDL120W,157.693,-0.638,0.293,-2.177,0.029456024,0.069978968
YLR098C,302.622,-0.638,0.257,-2.483,0.013016274,0.035391249
YOR323C,977.101,-0.637,0.193,-3.300,0.000968178,0.003829054
YGR034W,5863.743,-0.637,0.217,-2.929,0.003401982,0.011314973
YDR113C,171.768,-0.635,0.273,-2.326,0.020001867,0.050708695
YDR330W,219.884,-0.635,0.262,-2.424,0.015345354,0.040548122
YDL233W,159.302,-0.635,0.285,-2.231,0.025711322,0.062586469
YOR222W,377.013,-0.635,0.228,-2.782,0.005408628,0.016774787
YML016C,456.831,-0.634,0.218,-2.909,0.003629355,0.011946994
YLR072W,248.733,-0.634,0.260,-2.438,0.014760786,0.039366923
YPR148C,497.160,-0.634,0.216,-2.933,0.003354026,0.01119656
YJL044C,495.869,-0.631,0.210,-3.012,0.002594224,0.009002803
YDR073W,178.592,-0.630,0.281,-2.241,0.025055197,0.061236028
YPR179C,198.259,-0.629,0.274,-2.297,0.021629318,0.054252875
YPL149W,170.715,-0.628,0.278,-2.255,0.02414904,0.05939506
YBR227C,154.162,-0.628,0.288,-2.176,0.02952706,0.070117097
YER055C,1666.563,-0.627,0.182,-3.449,0.000563651,0.00242687
YHR011W,160.903,-0.626,0.284,-2.206,0.027409927,0.066022102
YFR024C-A,393.494,-0.626,0.221,-2.833,0.004604878,0.014618404
YDR484W,236.608,-0.625,0.289,-2.159,0.030812386,0.072661647
YML041C,173.430,-0.625,0.276,-2.268,0.023327969,0.057560526
YOR241W,504.889,-0.625,0.225,-2.779,0.005446984,0.01684909
YDR145W,245.627,-0.624,0.247,-2.523,0.011647621,0.032183193
YMR265C,215.853,-0.623,0.255,-2.447,0.014398033,0.038621838
YKL075C,224.726,-0.623,0.254,-2.451,0.014242315,0.038265666
YDL125C,428.288,-0.622,0.219,-2.843,0.004467383,0.014240109
YPL074W,278.319,-0.621,0.252,-2.462,0.013805147,0.037164549
YDR225W,2023.924,-0.620,0.186,-3.331,0.000864653,0.003498501
YLL026W,815.872,-0.620,0.199,-3.114,0.001845203,0.006702881
YMR188C,131.496,-0.619,0.298,-2.073,0.038209539,0.086612537
YNL265C,141.299,-0.616,0.291,-2.119,0.034057432,0.079079554
YFR052W,558.148,-0.616,0.204,-3.021,0.002517862,0.008760163
YDR265W,202.095,-0.615,0.266,-2.313,0.020748034,0.052453653
YKL114C,201.503,-0.614,0.270,-2.274,0.022940559,0.056838744
YDR099W,1121.390,-0.611,0.205,-2.971,0.002968034,0.010125576
YBL033C,181.637,-0.610,0.282,-2.162,0.030590354,0.072232022
YKL130C,287.826,-0.609,0.237,-2.573,0.010081407,0.028657968
YGL196W,368.603,-0.609,0.234,-2.599,0.009359933,0.026902387
YPR172W,143.546,-0.607,0.301,-2.021,0.043329842,0.096174564
YLR166C,468.237,-0.607,0.241,-2.519,0.011762483,0.032436299
YKL216W,1466.280,-0.607,0.192,-3.152,0.001621075,0.00598329
YLR001C,346.887,-0.607,0.248,-2.449,0.014322813,0.03846294
YDL133W,350.600,-0.605,0.230,-2.631,0.008511268,0.024830619
YFR045W,138.826,-0.605,0.296,-2.043,0.041097426,0.091819147
YKL038W,231.282,-0.604,0.271,-2.230,0.025723092,0.062587101
YBR221C,1519.131,-0.603,0.209,-2.886,0.003900272,0.012715634
YLR354C,1985.214,-0.601,0.185,-3.248,0.001162791,0.004481402
YGR071C,240.096,-0.600,0.267,-2.244,0.024859203,0.060784327
YPR111W,195.571,-0.600,0.264,-2.270,0.023223657,0.057378577
YKR088C,405.799,-0.599,0.241,-2.485,0.012955803,0.035262089
YMR238W,345.444,-0.599,0.233,-2.574,0.010044637,0.028598292
YOR266W,144.831,-0.597,0.297,-2.010,0.044474467,0.098154281
YBR122C,192.004,-0.596,0.275,-2.168,0.030166036,0.071385077
YBR042C,325.690,-0.596,0.228,-2.613,0.008971667,0.025999314
YMR109W,720.478,-0.594,0.196,-3.033,0.002420518,0.008450634
YDL080C,361.278,-0.594,0.234,-2.538,0.011163111,0.031226851
YDL141W,321.857,-0.591,0.245,-2.410,0.015968369,0.041949755
YGR097W,373.811,-0.590,0.229,-2.578,0.009927195,0.028308384
YBL003C,1369.832,-0.590,0.275,-2.147,0.031781294,0.074622918
YKL040C,328.665,-0.590,0.234,-2.526,0.011540837,0.031970998
YNL293W,251.482,-0.589,0.258,-2.287,0.022224715,0.055515847
YER003C,1206.647,-0.589,0.185,-3.181,0.001465174,0.005490621
YJL146W,226.338,-0.588,0.257,-2.290,0.022004696,0.055042106
YHR004C,250.127,-0.588,0.258,-2.274,0.02294245,0.056838744
YPR003C,175.916,-0.588,0.284,-2.067,0.038734572,0.087620051
YBR003W,337.848,-0.587,0.257,-2.284,0.022367073,0.055717884
YJL051W,356.985,-0.586,0.237,-2.475,0.013339523,0.036071767
YHR114W,297.764,-0.586,0.240,-2.444,0.014535169,0.038917897
YOR231W,333.370,-0.586,0.227,-2.579,0.009913912,0.028285339
YLR231C,235.405,-0.585,0.249,-2.349,0.018824722,0.048196251
YHR207C,223.621,-0.584,0.253,-2.307,0.021028975,0.053040616
YMR140W,204.681,-0.583,0.261,-2.231,0.025706938,0.062586469
YIL010W,173.737,-0.582,0.272,-2.144,0.032036941,0.075190715
YHR017W,239.086,-0.578,0.264,-2.189,0.028582271,0.068381165
YMR258C,480.436,-0.577,0.217,-2.660,0.007809283,0.023117519
YKL140W,356.257,-0.577,0.240,-2.403,0.016239893,0.042498814
YOR022C,175.547,-0.575,0.274,-2.102,0.03556598,0.082126453
YMR031C,203.615,-0.575,0.259,-2.224,0.026165596,0.063464992
YIL034C,572.446,-0.573,0.216,-2.650,0.008042809,0.023667097
YIR033W,371.190,-0.573,0.231,-2.483,0.013023836,0.035394114
YER020W,344.329,-0.573,0.225,-2.544,0.010956374,0.03069591
YNL295W,174.776,-0.573,0.276,-2.074,0.038060098,0.086345771
YDL045C,189.469,-0.573,0.266,-2.155,0.031129665,0.073219342
YBR158W,445.082,-0.571,0.256,-2.228,0.025898493,0.062929403
YNL251C,698.096,-0.570,0.215,-2.649,0.008073588,0.023744821
YOL025W,167.984,-0.569,0.279,-2.041,0.041231211,0.092042415
YOR049C,233.721,-0.567,0.270,-2.098,0.035935566,0.082769
YPL254W,251.028,-0.567,0.243,-2.331,0.019766586,0.050252779
YLR195C,528.862,-0.566,0.220,-2.574,0.01006153,0.028631397
YGR252W,234.885,-0.566,0.264,-2.140,0.032342628,0.075810004
YKL019W,314.881,-0.563,0.234,-2.407,0.016074248,0.042161965
YKR027W,280.975,-0.563,0.257,-2.187,0.028713445,0.068604445
YDR164C,309.687,-0.563,0.237,-2.379,0.017375676,0.04497331
YGR192C,82862.441,-0.562,0.188,-2.990,0.002786851,0.009585639
YNL095C,271.240,-0.559,0.243,-2.298,0.021551371,0.054132267
YGR037C,309.540,-0.557,0.236,-2.364,0.018062386,0.046529254
YMR028W,185.249,-0.557,0.268,-2.081,0.037458782,0.085516733
YGR216C,378.229,-0.554,0.230,-2.413,0.015801453,0.041591627
YDL193W,297.241,-0.553,0.233,-2.368,0.017891639,0.046198829
YMR180C,235.833,-0.551,0.252,-2.188,0.028694379,0.068589025
YHR123W,330.544,-0.550,0.254,-2.168,0.030155028,0.071385077
YOR209C,763.465,-0.549,0.199,-2.757,0.005838049,0.017885808
YKL007W,449.788,-0.548,0.227,-2.411,0.015906057,0.041806254
YOR110W,221.063,-0.546,0.267,-2.042,0.041143172,0.091883602
YNL327W,2003.960,-0.546,0.179,-3.047,0.002312609,0.008126481
YGR172C,372.874,-0.546,0.255,-2.144,0.03206677,0.075221408
YLR328W,364.099,-0.545,0.234,-2.327,0.019982011,0.050681984
YIL153W,200.978,-0.542,0.261,-2.079,0.037608131,0.085733338
YLL051C,364.456,-0.542,0.241,-2.251,0.024377221,0.059902092
YJL149W,341.363,-0.541,0.248,-2.182,0.029126242,0.069346982
YOR230W,3008.825,-0.539,0.199,-2.703,0.00688099,0.020661968
YJR101W,295.719,-0.538,0.244,-2.206,0.027414106,0.066022102
YLR093C,327.489,-0.538,0.229,-2.346,0.018981416,0.04850608
YBR236C,260.873,-0.537,0.252,-2.131,0.033071409,0.077251857
YLR027C,1514.040,-0.536,0.183,-2.928,0.003413688,0.011346964
YPL215W,331.150,-0.536,0.231,-2.324,0.02013355,0.05099499
YOR059C,259.637,-0.535,0.258,-2.069,0.038536784,0.087293585
YML019W,384.322,-0.534,0.223,-2.391,0.016810074,0.043759303
YGL223C,379.798,-0.532,0.221,-2.403,0.016256697,0.042522327
YNR030W,368.536,-0.531,0.231,-2.296,0.021676625,0.05434175
YHL025W,381.077,-0.531,0.241,-2.202,0.027664714,0.066507831
YLR108C,232.691,-0.530,0.263,-2.016,0.04375609,0.09692286
YDR105C,279.012,-0.526,0.240,-2.195,0.028177252,0.067590602
YER024W,229.614,-0.525,0.254,-2.065,0.038880739,0.087867933
YPR127W,281.428,-0.523,0.238,-2.203,0.027601951,0.066386294
YHR111W,324.358,-0.523,0.239,-2.188,0.028683347,0.068589025
YOL129W,335.717,-0.521,0.226,-2.306,0.021116346,0.053236297
YOR303W,799.722,-0.521,0.202,-2.583,0.009798598,0.028000409
YJL201W,541.128,-0.521,0.251,-2.075,0.037954701,0.086214563
YBR110W,421.197,-0.519,0.225,-2.303,0.021259075,0.053496922
YLR257W,1212.452,-0.519,0.186,-2.789,0.005286478,0.016474421
YBR199W,670.107,-0.518,0.203,-2.554,0.010655409,0.030038422
YIL106W,364.546,-0.516,0.222,-2.327,0.019978283,0.050681984
YIL076W,819.325,-0.515,0.192,-2.682,0.007317827,0.021841022
